id,task,response,rt,correct,question_id
participant_20,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,12574,False,3
participant_21,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,159893,True,1
participant_21,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,44191,True,2
participant_21,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,4016,True,3
participant_21,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",6,32851,False,4
participant_21,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,17933,False,5
participant_21,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,24586,True,6
participant_21,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,41766,False,7
participant_22,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,15,17307,False,5
participant_22,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,38986,True,6
participant_22,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,45454,True,4
participant_22,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,48862,False,7
participant_22,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,52056,True,2
participant_22,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,16020,False,1
participant_22,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,30842,True,3
participant_23,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,5,16628,False,1
participant_23,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,8022,True,2
participant_23,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,16459,True,3
participant_23,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,18514,False,4
participant_23,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,31,9148,False,5
participant_23,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,53796,False,6
participant_23,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,28618,False,7
participant_24,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,27361,False,7
participant_24,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,115693,True,6
participant_24,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,21714,True,5
participant_24,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,43974,True,4
participant_24,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,19754,True,2
participant_24,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,1.05,8828,False,1
participant_24,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,5963,True,3
participant_25,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,17116,False,1
participant_25,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,8246,True,2
participant_25,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,6185,True,3
participant_25,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,32668,True,4
participant_25,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,5848,True,5
participant_25,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,39210,True,6
participant_25,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,18340,False,7
participant_26,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,12206,False,6
participant_26,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,22699,False,7
participant_26,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,31,12047,False,5
participant_26,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,24753,False,4
participant_26,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",12,25317,False,3
participant_26,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,14129,False,2
participant_26,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,20239,True,1
participant_27,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,10100,False,1
participant_27,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,14758,False,2
participant_27,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",12,14829,False,3
participant_27,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",8,34679,False,4
participant_27,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,10880,False,5
participant_27,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,20276,False,6
participant_27,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,92761,False,7
participant_28,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,81656,False,7
participant_28,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,28301,True,6
participant_28,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,35365,True,5
participant_28,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,61854,True,4
participant_28,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,33985,True,3
participant_28,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,93626,True,2
participant_28,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,17329,True,1
participant_29,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,11653,False,1
participant_29,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,83494,True,2
participant_29,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,64485,True,3
participant_29,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",6,47660,False,4
participant_29,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,20922,False,5
participant_29,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,48224,True,6
participant_29,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,44285,True,7
participant_3,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,21607,True,7
participant_3,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,21047,False,6
participant_3,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,56639,True,5
participant_3,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,17346,False,1
participant_3,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,19973,False,3
participant_3,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,13276,True,2
participant_3,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,106596,True,4
participant_30,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,40584,False,1
participant_30,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,29533,True,2
participant_30,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",36,72825,False,3
participant_30,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,25031,False,4
participant_30,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,20949,False,5
participant_30,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,184371,True,6
participant_30,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,130492,False,7
participant_31,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,45529,False,7
participant_31,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,88729,False,6
participant_31,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,101554,True,5
participant_31,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,55071,True,1
participant_31,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,16216,True,3
participant_31,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,65257,True,2
participant_31,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,161880,True,4
participant_32,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,6615,True,5
participant_32,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,70774,False,7
participant_32,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,73727,True,6
participant_32,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,47885,True,4
participant_32,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,46199,True,2
participant_32,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,8121,True,3
participant_32,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.5,44748,False,1
participant_33,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,19756,True,1
participant_33,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,6091,True,2
participant_33,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,7987,True,3
participant_33,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,26672,True,4
participant_33,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,10198,True,5
participant_33,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,10793,True,6
participant_33,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,30805,False,7
participant_34,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,37667,False,7
participant_34,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,29032,False,6
participant_34,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,44292,False,5
participant_34,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",12,37581,False,4
participant_34,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,7125,True,3
participant_34,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,12883,True,2
participant_34,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,8269,False,1
participant_35,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,36156,False,1
participant_35,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",20,18959,False,2
participant_35,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",12,8746,False,3
participant_35,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,52483,False,4
participant_35,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,24341,False,5
participant_35,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,39382,False,6
participant_35,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,33801,True,7
participant_36,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,57899,False,7
participant_36,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,56484,False,6
participant_36,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,34107,True,5
participant_36,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,52947,False,1
participant_36,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",49,42094,False,3
participant_36,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,27970,True,2
participant_36,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",6,71784,False,4
participant_37,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,15414,False,6
participant_37,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,15,51932,False,5
participant_37,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,16195,True,4
participant_37,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,19795,False,7
participant_37,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,16150,True,2
participant_37,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,5323,False,1
participant_37,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,10052,True,3
participant_38,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,18404,False,1
participant_38,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,37876,False,2
participant_38,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",5.5,112587,False,3
participant_38,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,92628,True,4
participant_38,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,11519,False,5
participant_38,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,38995,False,6
participant_38,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,52795,False,7
participant_39,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,12511,True,5
participant_39,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,34172,True,7
participant_39,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,4784,True,6
participant_39,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,23165,True,3
participant_39,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,13571,True,2
participant_39,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,8943,True,4
participant_39,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,54813,True,1
participant_4,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,44544,False,7
participant_4,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.11,10108,False,1
participant_4,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,12501,False,2
participant_4,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,4467,False,3
participant_4,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",5,26260,False,4
participant_4,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,1,9105,False,5
participant_4,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,11360,False,6
participant_40,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,31104,False,7
participant_40,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,14571,True,6
participant_40,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,1,13520,False,5
participant_40,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,15918,False,1
participant_40,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,4318,True,3
participant_40,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,4085,True,2
participant_40,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,4347,False,4
participant_41,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,15,12036,False,5
participant_41,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,35347,False,6
participant_41,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,49774,False,7
participant_41,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,9608,True,3
participant_41,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,24398,True,2
participant_41,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,60431,True,1
participant_41,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4.5,25251,False,4
participant_42,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,61493,False,6
participant_42,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,64722,True,5
participant_42,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,112123,True,4
participant_42,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,104041,False,7
participant_42,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,57323,True,2
participant_42,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,5,81505,False,1
participant_42,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,57676,True,3
participant_43,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,25731,True,1
participant_43,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,18102,True,2
participant_43,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,26306,True,3
participant_43,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,19321,True,4
participant_43,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,19455,True,5
participant_43,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,23914,True,6
participant_43,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,23271,False,7
participant_44,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,17010,False,5
participant_44,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",3,46790,False,4
participant_44,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",30,12462,False,6
participant_44,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,21103,False,2
participant_44,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,27545,False,1
participant_44,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,12949,True,3
participant_44,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,28400,False,7
participant_45,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,12158,True,6
participant_45,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,37256,False,7
participant_45,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,31,33131,False,5
participant_45,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,20795,False,4
participant_45,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",36,45914,False,3
participant_45,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,7725,True,2
participant_45,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.09,10765,False,1
participant_46,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,108999,True,6
participant_46,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,50347,True,5
participant_46,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,67204,True,4
participant_46,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,36010,False,7
participant_46,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,10573,True,2
participant_46,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,13551,True,1
participant_46,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,8654,True,3
participant_47,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,5,12177,False,1
participant_47,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,15604,True,2
participant_47,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,6039,True,3
participant_47,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,56833,True,4
participant_47,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,5939,True,5
